Date,"Aterno tre ponti - Idrometro - Val (m)","Aterno a L'Aquila - Idrometro - Val (m)","L'Aquila S. Elia - Termometro aria - Val (°C)","L'Aquila S. Elia - Pluviometro - Val (mm)","Pizzoli - Termometro aria - Val (°C)","Pizzoli - Pluviometro - Val (mm)"
"2023-06-16 22:30",0.44,0.24,,,11.9,0.0
"2023-06-16 22:45",0.45,0.24,,,11.1,0.0
"2023-06-16 23:00",0.46,0.24,,,11.6,0.0
"2023-06-16 23:15",0.45,0.24,,,11.4,0.0
"2023-06-16 23:30",0.45,0.24,,,10.9,0.0
"2023-06-16 23:45",0.44,0.24,,,10.4,0.0
"2023-06-17 00:00",0.44,0.24,10.2,,10.4,0.0
"2023-06-17 00:15",0.45,0.24,10.0,0.0,9.9,0.0
"2023-06-17 00:30",0.44,0.23,9.8,0.0,9.5,0.0
"2023-06-17 00:45",0.44,0.23,9.9,0.0,9.2,0.0
"2023-06-17 01:00",0.44,0.23,10.0,0.0,9.0,0.0
"2023-06-17 01:15",0.44,0.23,9.5,0.0,8.7,0.0
"2023-06-17 01:30",0.44,0.23,9.2,0.0,8.4,0.0
"2023-06-17 01:45",0.44,0.23,9.1,0.0,8.6,0.0
"2023-06-17 02:00",0.44,0.23,8.9,0.0,8.2,0.0
"2023-06-17 02:15",0.44,0.23,8.5,0.0,8.2,0.0
"2023-06-17 02:30",0.45,0.23,8.2,0.0,8.0,0.0
"2023-06-17 02:45",0.44,0.23,8.0,0.0,7.8,0.0
"2023-06-17 03:00",0.44,0.23,7.9,0.0,7.6,0.0
"2023-06-17 03:15",0.45,0.23,7.6,0.0,7.6,0.0
"2023-06-17 03:30",0.44,0.22,7.8,0.0,7.4,0.0
"2023-06-17 03:45",0.45,0.23,7.5,0.0,7.5,0.0
"2023-06-17 04:00",0.45,0.23,7.3,0.0,7.3,0.0
"2023-06-17 04:15",0.45,0.23,7.2,0.0,7.0,0.0
"2023-06-17 04:30",0.45,0.23,7.0,0.0,6.9,0.0
"2023-06-17 04:45",0.45,0.23,6.9,0.0,7.7,0.0
"2023-06-17 05:00",0.45,0.23,6.7,0.0,8.2,0.0
"2023-06-17 05:15",0.44,0.23,7.0,0.0,8.5,0.0
"2023-06-17 05:30",0.45,0.24,7.6,0.0,8.4,0.0
"2023-06-17 05:45",0.45,0.24,8.3,0.0,8.5,0.0
"2023-06-17 06:00",0.45,0.24,9.3,0.0,8.9,0.0
"2023-06-17 06:15",0.45,0.24,10.6,0.0,10.0,0.0
"2023-06-17 06:30",0.45,0.24,11.1,0.0,11.3,0.0
"2023-06-17 06:45",0.45,0.25,12.1,0.0,12.6,0.0
"2023-06-17 07:00",0.45,0.24,13.2,0.0,13.4,0.0
"2023-06-17 07:15",0.45,0.26,13.4,0.0,13.8,0.0
"2023-06-17 07:30",0.44,0.25,14.4,0.0,15.0,0.0
"2023-06-17 07:45",0.44,0.25,15.3,0.0,15.9,0.0
"2023-06-17 08:00",0.44,0.25,16.2,0.0,17.5,0.0
"2023-06-17 08:15",0.44,0.26,16.9,0.0,18.7,0.0
"2023-06-17 08:30",0.43,0.25,17.3,0.0,19.8,0.0
"2023-06-17 08:45",0.44,0.25,18.2,0.0,20.8,0.0
"2023-06-17 09:00",0.43,0.24,18.7,0.0,21.8,0.0
"2023-06-17 09:15",0.42,0.26,19.4,0.0,22.3,0.0
"2023-06-17 09:30",0.42,0.26,19.8,0.0,22.9,0.0
"2023-06-17 09:45",0.42,0.25,20.9,0.0,22.6,0.0
"2023-06-17 10:00",0.42,0.25,21.5,0.0,22.5,0.0
"2023-06-17 10:15",0.42,0.25,22.1,0.0,22.5,0.0
"2023-06-17 10:30",0.42,0.25,22.7,0.0,22.9,0.0
"2023-06-17 10:45",0.42,0.24,23.7,0.0,24.2,0.0
"2023-06-17 11:00",0.42,0.23,24.0,0.0,23.9,0.0
"2023-06-17 11:15",0.42,0.23,24.3,0.0,23.9,0.0
"2023-06-17 11:30",0.42,0.23,24.4,0.0,24.7,0.0
"2023-06-17 11:45",0.42,0.24,24.5,0.0,24.7,0.0
"2023-06-17 12:00",0.42,0.23,24.6,0.0,24.9,0.0
"2023-06-17 12:15",0.42,0.24,25.2,0.0,25.3,0.0
"2023-06-17 12:30",0.42,0.24,25.3,0.0,25.6,0.0
"2023-06-17 12:45",0.42,0.23,24.5,0.0,25.7,0.0
"2023-06-17 13:00",0.42,0.23,24.5,0.0,25.3,0.0
"2023-06-17 13:15",0.42,0.23,25.6,0.0,25.4,0.0
"2023-06-17 13:30",0.43,0.23,25.9,0.0,26.4,0.0
"2023-06-17 13:45",0.42,0.25,26.2,0.0,25.2,0.0
"2023-06-17 14:00",0.42,0.24,26.1,0.0,26.0,0.0
"2023-06-17 14:15",0.43,0.23,26.6,0.0,25.3,0.0
"2023-06-17 14:30",0.43,0.24,26.5,0.0,25.8,0.0
"2023-06-17 14:45",0.42,0.23,26.3,0.0,24.6,0.0
"2023-06-17 15:00",0.43,0.23,25.4,0.0,24.7,0.0
"2023-06-17 15:15",0.42,0.24,25.2,0.0,25.0,0.0
"2023-06-17 15:30",0.43,0.24,24.9,0.0,24.6,0.0
"2023-06-17 15:45",0.42,0.24,26.0,0.0,25.7,0.0
"2023-06-17 16:00",0.42,0.24,26.1,0.0,25.0,0.0
"2023-06-17 16:15",0.42,0.24,24.7,0.0,25.5,0.0
"2023-06-17 16:30",0.43,0.25,24.5,0.0,24.5,0.0
"2023-06-17 16:45",0.42,0.24,24.4,0.0,24.5,0.0
"2023-06-17 17:00",0.43,0.25,24.5,0.0,25.6,0.0
"2023-06-17 17:15",0.43,0.24,24.1,0.0,24.6,0.0
"2023-06-17 17:30",0.43,0.24,24.1,0.0,24.9,0.0
"2023-06-17 17:45",0.44,0.24,23.7,0.0,24.5,0.0
"2023-06-17 18:00",0.43,0.24,23.3,0.0,24.1,0.0
"2023-06-17 18:15",0.43,0.24,23.1,0.0,23.1,0.0
"2023-06-17 18:30",0.43,0.24,23.1,0.0,22.4,0.0
"2023-06-17 18:45",0.43,0.23,22.4,0.0,21.7,0.0
"2023-06-17 19:00",0.43,0.23,22.0,0.0,20.7,0.0
"2023-06-17 19:15",0.44,0.23,21.6,0.0,19.8,0.0
"2023-06-17 19:30",0.43,0.23,20.5,0.0,18.9,0.0
"2023-06-17 19:45",0.44,0.23,19.7,0.0,18.6,0.0
"2023-06-17 20:00",0.43,0.23,19.2,0.0,17.8,0.0
"2023-06-17 20:15",0.44,0.23,18.7,0.0,16.4,0.0
"2023-06-17 20:30",0.45,0.23,18.2,0.0,15.5,0.0
"2023-06-17 20:45",0.45,0.23,17.2,0.0,14.9,0.0
"2023-06-17 21:00",0.43,0.23,16.2,0.0,14.5,0.0
"2023-06-17 21:15",0.44,0.23,15.6,0.0,14.4,0.0
"2023-06-17 21:30",0.44,0.23,15.0,0.0,13.8,0.0
"2023-06-17 21:45",0.44,0.22,14.3,0.0,13.4,0.0
"2023-06-17 22:00",0.43,0.23,13.7,0.0,13.5,0.0
"2023-06-17 22:15",0.45,0.23,13.4,0.0,12.7,0.0
"2023-06-17 22:30",0.46,0.22,13.0,0.0,12.1,0.0
"2023-06-17 22:45",0.46,0.23,12.7,0.0,11.6,0.0
"2023-06-17 23:00",0.46,0.22,13.1,0.0,11.6,0.0
"2023-06-17 23:15",0.45,0.23,12.7,0.0,11.2,0.0
"2023-06-17 23:30",0.46,0.22,12.3,0.0,11.2,0.0
"2023-06-17 23:45",0.45,0.22,11.9,0.0,11.2,0.0
"2023-06-18 00:00",,0.22,11.7,0.0,11.1,0.0
"2023-06-18 00:15",,0.22,11.6,0.0,10.7,0.0
"2023-06-18 00:30",,0.22,11.3,0.0,10.3,0.0
"2023-06-18 00:45",0.45,0.22,11.2,0.0,10.3,0.0
"2023-06-18 01:00",0.45,0.22,11.2,0.0,10.0,0.0
"2023-06-18 01:15",0.43,0.22,11.2,0.0,9.7,0.0
"2023-06-18 01:30",0.43,0.22,11.0,0.0,9.8,0.0
"2023-06-18 01:45",0.44,0.22,11.0,0.0,10.1,0.0
"2023-06-18 02:00",0.45,0.22,11.0,0.0,10.3,0.0
"2023-06-18 02:15",0.43,0.22,10.9,0.0,10.0,0.0
"2023-06-18 02:30",0.43,0.22,10.6,0.0,9.8,0.0
"2023-06-18 02:45",0.43,0.22,10.5,0.0,9.5,0.0
"2023-06-18 03:00",0.43,0.22,10.8,0.0,9.4,0.0
"2023-06-18 03:15",0.44,0.22,10.6,0.0,9.5,0.0
"2023-06-18 03:30",0.43,0.22,10.4,0.0,9.0,0.0
"2023-06-18 03:45",0.44,0.21,10.0,0.0,8.8,0.0
"2023-06-18 04:00",0.43,0.22,10.0,0.0,8.6,0.0
"2023-06-18 04:15",0.44,0.22,9.7,0.0,8.4,0.0
"2023-06-18 04:30",0.43,0.21,9.5,0.0,8.8,0.0
"2023-06-18 04:45",0.45,0.22,9.4,0.0,8.6,0.0
"2023-06-18 05:00",0.44,0.22,9.3,0.0,8.6,0.0
"2023-06-18 05:15",0.44,0.22,9.4,0.0,8.8,0.0
"2023-06-18 05:30",0.44,0.23,9.8,0.0,9.1,0.0
"2023-06-18 05:45",0.44,0.22,10.2,0.0,9.3,0.0
"2023-06-18 06:00",0.44,0.22,10.8,0.0,9.7,0.0
"2023-06-18 06:15",0.44,0.23,11.7,0.0,10.6,0.0
"2023-06-18 06:30",0.44,0.22,12.3,0.0,11.7,0.0
"2023-06-18 06:45",0.44,0.23,12.8,0.0,12.9,0.0
"2023-06-18 07:00",0.45,0.23,14.1,0.0,13.6,0.0
"2023-06-18 07:15",0.44,0.23,15.0,0.0,14.1,0.0
"2023-06-18 07:30",0.44,0.23,15.9,0.0,15.3,0.0
"2023-06-18 07:45",0.44,0.23,16.6,0.0,16.5,0.0
"2023-06-18 08:00",0.43,0.23,17.1,0.0,17.5,0.0
"2023-06-18 08:15",0.43,0.23,17.7,0.0,18.2,0.0
"2023-06-18 08:30",0.43,0.24,18.7,0.0,19.4,0.0
"2023-06-18 08:45",0.42,0.23,19.4,0.0,20.4,0.0
"2023-06-18 09:00",0.42,0.24,20.2,0.0,21.2,0.0
"2023-06-18 09:15",0.42,0.23,20.9,0.0,22.3,0.0
"2023-06-18 09:30",0.43,0.24,21.9,0.0,22.9,0.0
"2023-06-18 09:45",0.42,0.23,22.3,0.0,22.7,0.0
"2023-06-18 10:00",0.42,0.23,23.0,0.0,23.6,0.0
"2023-06-18 10:15",0.41,0.23,23.4,0.0,25.1,0.0
"2023-06-18 10:30",0.41,0.23,24.2,0.0,25.3,0.0
"2023-06-18 10:45",0.41,0.22,24.8,0.0,26.5,0.0
"2023-06-18 11:00",0.41,0.22,25.2,0.0,26.9,0.0
"2023-06-18 11:15",0.41,0.22,25.6,0.0,27.3,0.0
"2023-06-18 11:30",0.42,0.22,26.1,0.0,28.4,0.0
"2023-06-18 11:45",0.41,0.22,26.7,0.0,27.6,0.0
"2023-06-18 12:00",0.41,0.23,27.5,0.0,26.8,0.0
"2023-06-18 12:15",0.41,0.22,27.3,0.0,28.5,0.0
"2023-06-18 12:30",0.40,0.23,27.5,0.0,28.8,0.0
"2023-06-18 12:45",0.41,0.21,27.3,0.0,29.1,0.0
"2023-06-18 13:00",0.41,0.23,27.7,0.0,29.5,0.0
"2023-06-18 13:15",0.41,0.23,28.1,0.0,30.3,0.0
"2023-06-18 13:30",0.41,0.23,27.9,0.0,28.1,0.0
"2023-06-18 13:45",0.41,0.22,27.8,0.0,28.3,0.0
"2023-06-18 14:00",0.41,0.23,27.8,0.0,26.9,0.0
"2023-06-18 14:15",0.42,0.22,28.1,0.0,27.2,0.0
"2023-06-18 14:30",0.41,0.23,28.0,0.0,28.2,0.0
"2023-06-18 14:45",0.41,0.22,28.0,0.0,28.9,0.0
"2023-06-18 15:00",0.42,0.23,28.4,0.0,28.6,0.0
"2023-06-18 15:15",0.41,0.24,28.4,0.0,28.1,0.0
"2023-06-18 15:30",0.42,0.23,28.4,0.0,28.4,0.0
"2023-06-18 15:45",0.41,0.23,28.0,0.0,27.8,0.0
"2023-06-18 16:00",0.42,0.23,27.7,0.0,27.0,0.0
"2023-06-18 16:15",0.40,0.22,27.3,0.0,26.7,0.0
"2023-06-18 16:30",0.41,0.23,27.6,0.0,26.6,0.0
"2023-06-18 16:45",0.41,0.23,27.3,0.0,26.7,0.0
"2023-06-18 17:00",0.41,0.22,27.0,0.0,26.5,0.0
"2023-06-18 17:15",0.42,0.22,26.7,0.0,26.4,0.0
"2023-06-18 17:30",0.42,0.22,26.5,0.0,25.6,0.0
"2023-06-18 17:45",0.40,0.23,26.3,0.0,24.9,0.0
"2023-06-18 18:00",0.41,0.22,26.1,0.0,24.4,0.0
"2023-06-18 18:15",0.41,0.22,25.8,0.0,24.0,0.0
"2023-06-18 18:30",0.41,0.23,25.3,0.0,23.7,0.0
"2023-06-18 18:45",0.41,0.22,25.0,0.0,23.2,0.0
"2023-06-18 19:00",0.41,0.22,24.6,0.0,22.5,0.0
"2023-06-18 19:15",0.42,0.22,24.1,0.0,22.0,0.0
"2023-06-18 19:30",0.42,0.22,23.3,0.0,21.6,0.0
"2023-06-18 19:45",0.42,0.22,23.0,0.0,21.2,0.0
"2023-06-18 20:00",0.43,0.22,22.6,0.0,20.8,0.0
"2023-06-18 20:15",0.43,0.22,22.0,0.0,20.3,0.0
"2023-06-18 20:30",0.42,0.22,21.6,0.0,19.6,0.0
"2023-06-18 20:45",0.43,0.22,21.4,0.0,19.0,0.0
"2023-06-18 21:00",0.42,0.22,21.0,0.0,19.2,0.0
"2023-06-18 21:15",0.42,0.22,20.6,0.0,18.6,0.0
"2023-06-18 21:30",0.43,0.22,19.8,0.0,17.3,0.0
"2023-06-18 21:45",0.43,0.22,18.7,0.0,16.2,0.0
"2023-06-18 22:00",0.43,0.22,18.1,0.0,15.8,0.0
"2023-06-18 22:15",0.42,0.22,17.4,0.0,15.4,0.0
"2023-06-18 22:30",0.42,0.22,16.9,0.0,14.9,0.0
"2023-06-18 22:45",0.43,0.22,16.3,0.0,14.6,0.0
"2023-06-18 23:00",0.42,0.22,15.9,0.0,14.3,0.0
"2023-06-18 23:15",0.42,0.21,16.2,0.0,14.0,0.0
"2023-06-18 23:30",0.42,0.22,16.0,0.0,13.8,0.0
"2023-06-18 23:45",0.42,0.22,16.0,0.0,13.6,0.0
"2023-06-19 00:00",0.42,0.21,15.6,0.0,13.3,0.0
"2023-06-19 00:15",0.43,0.22,14.9,0.0,13.4,0.0
"2023-06-19 00:30",0.42,0.22,14.6,0.0,13.1,0.0
"2023-06-19 00:45",0.42,0.21,14.5,0.0,12.7,0.0
"2023-06-19 01:00",0.43,0.22,14.3,0.0,12.4,0.0
"2023-06-19 01:15",0.43,0.22,14.1,0.0,12.1,0.0
"2023-06-19 01:30",0.42,0.21,13.7,0.0,11.9,0.0
"2023-06-19 01:45",0.43,0.22,13.4,0.0,12.0,0.0
"2023-06-19 02:00",0.43,0.21,13.1,0.0,11.8,0.0
"2023-06-19 02:15",0.43,0.21,13.1,0.0,11.7,0.0
"2023-06-19 02:30",0.43,0.21,12.8,0.0,11.6,0.0
"2023-06-19 02:45",0.43,0.20,12.6,0.0,11.3,0.0
"2023-06-19 03:00",0.43,0.22,13.0,0.0,11.3,0.0
"2023-06-19 03:15",0.43,0.21,12.9,0.0,11.1,0.0
"2023-06-19 03:30",0.44,0.21,12.3,0.0,11.1,0.0
"2023-06-19 03:45",0.43,0.21,12.6,0.0,11.0,0.0
"2023-06-19 04:00",0.43,0.21,12.6,0.0,11.0,0.0
"2023-06-19 04:15",0.43,0.21,12.5,0.0,11.0,0.0
"2023-06-19 04:30",0.43,0.21,11.9,0.0,10.9,0.0
"2023-06-19 04:45",0.43,0.21,12.3,0.0,11.0,0.0
"2023-06-19 05:00",0.43,0.21,12.4,0.0,10.9,0.0
"2023-06-19 05:15",0.43,0.22,12.7,0.0,11.0,0.0
"2023-06-19 05:30",0.44,0.22,13.0,0.0,11.3,0.0
"2023-06-19 05:45",0.43,0.21,13.4,0.0,11.6,0.0
"2023-06-19 06:00",0.44,0.22,14.2,0.0,12.0,0.0
"2023-06-19 06:15",0.44,0.22,15.1,0.0,13.4,0.0
"2023-06-19 06:30",0.44,0.22,16.2,0.0,14.3,0.0
"2023-06-19 06:45",0.44,0.22,16.6,0.0,15.4,0.0
"2023-06-19 07:00",0.43,0.23,16.8,0.0,16.0,0.0
"2023-06-19 07:15",0.45,0.23,17.7,0.0,17.0,0.0
"2023-06-19 07:30",0.45,0.23,18.0,0.0,17.9,0.0
"2023-06-19 07:45",0.44,0.23,18.4,0.0,18.9,0.0
"2023-06-19 08:00",0.43,0.24,19.5,0.0,20.2,0.0
"2023-06-19 08:15",0.42,0.23,19.9,0.0,21.2,0.0
"2023-06-19 08:30",0.43,0.23,20.9,0.0,22.5,0.0
"2023-06-19 08:45",0.43,0.23,21.9,0.0,23.3,0.0
"2023-06-19 09:00",0.46,0.22,22.8,0.0,23.9,0.0
"2023-06-19 09:15",0.44,0.23,23.1,0.0,23.7,0.0
"2023-06-19 09:30",0.44,0.23,23.3,0.0,23.9,0.0
"2023-06-19 09:45",0.45,0.22,23.5,0.0,24.2,0.0
"2023-06-19 10:00",0.44,0.23,24.1,0.0,25.3,0.0
"2023-06-19 10:15",0.44,0.22,25.2,0.0,26.2,0.0
"2023-06-19 10:30",0.43,0.22,24.7,0.0,25.6,0.0
"2023-06-19 10:45",0.42,0.22,25.6,0.0,24.9,0.0
"2023-06-19 11:00",0.44,0.22,27.3,0.0,25.6,0.0
"2023-06-19 11:15",0.43,0.21,27.2,0.0,26.8,0.0
"2023-06-19 11:30",0.42,0.22,27.7,0.0,27.1,0.0
"2023-06-19 11:45",0.43,0.21,28.4,0.0,27.3,0.0
"2023-06-19 12:00",0.43,0.22,28.7,0.0,26.8,0.0
"2023-06-19 12:15",0.44,0.22,29.0,0.0,29.6,0.0
"2023-06-19 12:30",0.43,0.21,28.6,0.0,29.8,0.0
"2023-06-19 12:45",0.44,0.20,28.4,0.0,29.0,0.0
"2023-06-19 13:00",0.41,0.21,29.5,0.0,29.7,0.0
"2023-06-19 13:15",0.41,0.21,29.9,0.0,29.5,0.0
"2023-06-19 13:30",0.40,0.23,29.5,0.0,30.6,0.0
"2023-06-19 13:45",0.41,0.23,29.5,0.0,29.8,0.0
"2023-06-19 14:00",0.40,0.21,30.2,0.0,29.5,0.0
"2023-06-19 14:15",0.41,0.21,29.9,0.0,29.9,0.0
"2023-06-19 14:30",0.42,0.21,29.4,0.0,28.7,0.0
"2023-06-19 14:45",0.40,0.20,28.8,0.0,28.1,0.0
"2023-06-19 15:00",0.41,0.23,29.1,0.0,28.8,0.0
"2023-06-19 15:15",0.42,0.21,28.9,0.0,28.5,0.0
"2023-06-19 15:30",0.40,0.22,28.9,0.0,28.6,0.0
"2023-06-19 15:45",0.40,0.22,28.3,0.0,28.1,0.0
"2023-06-19 16:00",0.41,0.22,28.4,0.0,28.4,0.0
"2023-06-19 16:15",0.40,0.21,28.5,0.0,28.4,0.0
"2023-06-19 16:30",0.41,0.22,28.3,0.0,27.9,0.0
"2023-06-19 16:45",0.40,0.23,28.7,0.0,28.0,0.0
"2023-06-19 17:00",0.40,0.21,28.3,0.0,27.2,0.0
"2023-06-19 17:15",0.41,0.21,28.0,0.0,26.9,0.0
"2023-06-19 17:30",0.40,0.22,27.7,0.0,26.7,0.0
"2023-06-19 17:45",0.41,0.20,27.7,0.0,26.7,0.0
"2023-06-19 18:00",0.40,0.21,27.7,0.0,25.8,0.0
"2023-06-19 18:15",0.40,0.21,27.2,0.0,24.8,0.0
"2023-06-19 18:30",0.40,0.21,26.8,0.0,24.5,0.0
"2023-06-19 18:45",0.41,0.21,26.4,0.0,24.2,0.0
"2023-06-19 19:00",0.40,0.21,25.9,0.0,23.8,0.0
"2023-06-19 19:15",0.41,0.21,25.6,0.0,23.4,0.0
"2023-06-19 19:30",0.42,0.21,24.7,0.0,22.9,0.0
"2023-06-19 19:45",0.42,0.21,24.1,0.0,22.3,0.0
"2023-06-19 20:00",0.41,0.20,23.7,0.0,21.5,0.0
"2023-06-19 20:15",0.41,0.21,23.4,0.0,21.2,0.0
"2023-06-19 20:30",0.42,0.21,23.5,0.0,21.4,0.0
"2023-06-19 20:45",0.41,0.21,23.4,0.0,21.0,0.0
"2023-06-19 21:00",0.42,0.21,23.1,0.0,19.6,0.0
"2023-06-19 21:15",0.42,0.22,22.7,0.0,18.3,0.0
"2023-06-19 21:30",0.42,0.21,22.1,0.0,17.7,0.0
"2023-06-19 21:45",0.43,0.21,21.3,0.0,18.2,0.0
"2023-06-19 22:00",0.43,0.21,20.5,0.0,17.7,0.0
"2023-06-19 22:15",0.42,0.21,19.8,0.0,16.6,0.0
"2023-06-19 22:30",0.42,0.21,18.9,0.0,16.1,0.0
"2023-06-19 22:45",0.42,0.21,18.1,0.0,15.6,0.0
"2023-06-19 23:00",0.42,0.21,18.3,0.0,15.1,0.0
"2023-06-19 23:15",0.42,0.22,18.4,0.0,14.7,0.0
"2023-06-19 23:30",0.42,0.21,17.7,0.0,14.7,0.0
"2023-06-19 23:45",0.42,0.21,17.0,0.0,14.5,0.0
"2023-06-20 00:00",0.42,0.21,16.3,0.0,14.3,0.0
"2023-06-20 00:15",0.42,0.22,15.9,0.0,13.8,0.0
"2023-06-20 00:30",0.42,0.21,15.7,0.0,13.4,0.0
"2023-06-20 00:45",0.42,0.21,15.8,0.0,13.2,0.0
"2023-06-20 01:00",0.42,0.21,16.1,0.0,13.5,0.0
"2023-06-20 01:15",0.42,0.21,15.5,0.0,13.2,0.0
"2023-06-20 01:30",0.42,0.20,15.2,0.0,12.9,0.0
"2023-06-20 01:45",0.43,0.20,14.7,0.0,12.6,0.0
"2023-06-20 02:00",0.42,0.20,14.4,0.0,12.3,0.0
"2023-06-20 02:15",0.42,0.21,14.3,0.0,12.1,0.0
"2023-06-20 02:30",0.42,0.21,14.0,0.0,11.9,0.0
"2023-06-20 02:45",0.42,0.21,13.6,0.0,11.6,0.0
"2023-06-20 03:00",0.43,0.20,13.3,0.0,11.4,0.0
"2023-06-20 03:15",0.42,0.21,13.6,0.0,11.3,0.0
"2023-06-20 03:30",0.42,0.20,13.7,0.0,11.4,0.0
"2023-06-20 03:45",0.43,0.20,13.3,0.0,11.4,0.0
"2023-06-20 04:00",0.42,0.20,12.9,0.0,11.4,0.0
"2023-06-20 04:15",0.43,0.20,12.7,0.0,11.4,0.0
"2023-06-20 04:30",0.43,0.21,12.5,0.0,11.0,0.0
"2023-06-20 04:45",0.42,0.20,12.3,0.0,11.4,0.0
"2023-06-20 05:00",0.43,0.20,12.3,0.0,11.0,0.0
"2023-06-20 05:15",0.42,0.21,12.4,0.0,11.2,0.0
"2023-06-20 05:30",0.42,0.21,12.8,0.0,11.2,0.0
"2023-06-20 05:45",0.43,0.21,13.4,0.0,11.4,0.0
"2023-06-20 06:00",0.43,0.21,14.1,0.0,12.2,0.0
"2023-06-20 06:15",0.43,0.22,15.0,0.0,12.9,0.0
"2023-06-20 06:30",0.43,0.21,16.1,0.0,13.9,0.0
"2023-06-20 06:45",0.43,0.21,16.9,0.0,15.2,0.0
"2023-06-20 07:00",0.43,0.22,17.3,0.0,16.0,0.0
"2023-06-20 07:15",0.43,0.21,18.5,0.0,16.7,0.0
"2023-06-20 07:30",0.42,0.22,19.3,0.0,17.6,0.0
"2023-06-20 07:45",0.43,0.22,20.1,0.0,18.7,0.0
"2023-06-20 08:00",0.42,0.22,20.8,0.0,20.1,0.0
"2023-06-20 08:15",0.41,0.22,21.6,0.0,21.3,0.0
"2023-06-20 08:30",0.41,0.23,22.5,0.0,22.2,0.0
"2023-06-20 08:45",0.41,0.22,22.9,0.0,23.3,0.0
"2023-06-20 09:00",0.41,0.23,23.3,0.0,24.1,0.0
"2023-06-20 09:15",0.40,0.23,23.8,0.0,24.9,0.0
"2023-06-20 09:30",0.40,0.23,24.1,0.0,25.6,0.0
"2023-06-20 09:45",0.40,0.22,24.8,0.0,26.7,0.0
"2023-06-20 10:00",0.40,0.22,25.7,0.0,27.1,0.0
"2023-06-20 10:15",0.40,0.21,26.7,0.0,26.7,0.0
"2023-06-20 10:30",0.40,0.21,27.3,0.0,28.3,0.0
"2023-06-20 10:45",0.40,0.21,27.7,0.0,29.3,0.0
"2023-06-20 11:00",0.40,0.21,28.5,0.0,29.6,0.0
"2023-06-20 11:15",0.40,0.21,28.8,0.0,28.7,0.0
"2023-06-20 11:30",0.40,0.20,29.1,0.0,29.4,0.0
"2023-06-20 11:45",0.40,0.21,29.5,0.0,30.2,0.0
"2023-06-20 12:00",0.39,0.22,29.6,0.0,31.1,0.0
"2023-06-20 12:15",0.40,0.21,30.1,0.0,31.4,0.0
"2023-06-20 12:30",0.41,0.21,30.4,0.0,31.0,0.0
"2023-06-20 12:45",0.40,0.21,30.3,0.0,30.0,0.0
"2023-06-20 13:00",0.40,0.22,30.7,0.0,30.7,0.0
"2023-06-20 13:15",0.40,0.21,31.2,0.0,31.7,0.0
"2023-06-20 13:30",0.40,0.21,31.5,0.0,31.9,0.0
"2023-06-20 13:45",0.40,0.21,31.9,0.0,32.1,0.0
"2023-06-20 14:00",0.40,0.22,32.5,0.0,32.4,0.0
"2023-06-20 14:15",0.41,0.20,33.1,0.0,32.6,0.0
"2023-06-20 14:30",0.40,0.21,33.2,0.0,32.8,0.0
"2023-06-20 14:45",0.40,0.20,33.2,0.0,33.2,0.0
"2023-06-20 15:00",0.41,0.20,32.7,0.0,32.5,0.0
"2023-06-20 15:15",0.40,0.21,32.4,0.0,31.9,0.0
"2023-06-20 15:30",0.40,0.22,32.2,0.0,32.1,0.0
"2023-06-20 15:45",0.40,0.21,32.4,0.0,31.9,0.0
"2023-06-20 16:00",0.39,0.21,32.4,0.0,32.3,0.0
"2023-06-20 16:15",0.40,0.21,32.3,0.0,32.2,0.0
"2023-06-20 16:30",0.40,0.21,31.6,0.0,31.9,0.0
"2023-06-20 16:45",0.39,0.20,31.3,0.0,30.6,0.0
"2023-06-20 17:00",0.40,0.20,,,29.7,0.0
"2023-06-20 17:15",0.41,0.23,,,29.1,0.0
"2023-06-20 17:30",0.40,0.21,,,28.7,0.0
"2023-06-20 17:45",0.40,0.21,,,27.8,0.0
"2023-06-20 18:00",0.40,0.21,,,27.6,0.0
"2023-06-20 18:15",0.43,0.21,,,27.1,0.0
"2023-06-20 18:30",0.41,0.21,,,26.5,0.0
"2023-06-20 18:45",0.41,0.21,,,25.8,0.0
"2023-06-20 19:00",0.41,0.20,,,25.0,0.0
"2023-06-20 19:15",0.42,0.21,,,24.2,0.0
"2023-06-20 19:30",0.41,0.21,,,23.5,0.0
"2023-06-20 19:45",0.41,0.20,,,22.5,0.0
"2023-06-20 20:00",0.41,0.20,,,21.2,0.0
"2023-06-20 20:15",0.41,0.21,,,20.2,0.0
"2023-06-20 20:30",0.42,0.21,,,19.5,0.0
"2023-06-20 20:45",0.44,0.20,,,18.9,0.0
"2023-06-20 21:00",0.44,0.21,,,18.5,0.0
"2023-06-20 21:15",0.44,0.21,,,18.2,0.0
"2023-06-20 21:30",0.44,0.21,,,17.8,0.0
"2023-06-20 21:45",0.44,0.20,,,17.5,0.0
"2023-06-20 22:00",0.44,0.21,,,17.3,0.0
"2023-06-20 22:15",0.43,0.21,,,17.1,0.0
"2023-06-20 22:30",0.42,0.21,,,16.7,0.0
"2023-06-20 22:45",0.44,0.20,,,16.8,0.0
"2023-06-20 23:00",0.44,0.20,,,16.6,0.0
"2023-06-20 23:15",0.44,0.21,,,16.7,0.0
"2023-06-20 23:30",0.44,0.20,,,16.6,0.0
"2023-06-20 23:45",0.44,0.20,,,16.5,0.0
